Time(s),RA(V),LA(V),LL(V),RL(V),V1(V),V2(V),V3(V),V4(V),V5(V),V6(V),WCT(V)
1.8337,2047.801510,2047.461986,2047.565092,2047.500000,2048.342469,2046.902976,2047.462247,2048.208250,2048.787912,2048.056631,2047.609775
1.8350,2047.774590,2047.345020,2047.524656,2047.500000,2048.468420,2047.061924,2047.339551,2047.920523,2048.752383,2048.040636,2047.547666
1.8362,2047.751707,2047.236826,2047.490138,2047.500000,2048.376056,2047.104568,2047.212136,2047.663783,2048.659121,2047.976655,2047.492778
1.8375,2047.732863,2047.140329,2047.461536,2047.500000,2048.005202,2046.980511,2047.080002,2047.464588,2048.512565,2047.893480,2047.445112
1.8388,2047.716711,2047.061377,2047.435894,2047.500000,2047.413234,2046.755658,2046.957306,2047.331791,2048.334922,2047.848694,2047.404669
1.8400,2047.700558,2046.997046,2047.415183,2047.500000,2046.763889,2046.550189,2046.858205,2047.260966,2048.175043,2047.883883,2047.370003
1.8413,2047.684406,2046.950259,2047.396444,2047.500000,2046.258688,2046.433885,2046.787419,2047.234406,2048.077340,2047.992650,2047.344003
1.8425,2047.669600,2046.921018,2047.379678,2047.500000,2046.037574,2046.391241,2046.754386,2047.225553,2048.064017,2048.101417,2047.323782
1.8438,2047.653447,2046.909321,2047.365870,2047.500000,2046.097751,2046.352473,2046.726071,2047.176861,2048.108427,2048.130208,2047.309338
1.8450,2047.637295,2046.915170,2047.352063,2047.500000,2046.311867,2046.282691,2046.693038,2047.052917,2048.139515,2048.037437,2047.302115
1.8462,2047.619797,2046.938563,2047.339242,2047.500000,2046.503591,2046.212909,2046.631690,2046.867002,2048.095104,2047.861490,2047.299227
1.8475,2047.603644,2046.976577,2047.326420,2047.500000,2046.551173,2046.209032,2046.542027,2046.663380,2047.952990,2047.675947,2047.302115
1.8487,2047.588838,2047.026287,2047.313599,2047.500000,2046.435018,2046.286568,2046.442927,2046.508450,2047.757582,2047.535189,2047.309338
1.8500,2047.574032,2047.090619,2047.299792,2047.500000,2046.230699,2046.402871,2046.348545,2046.437625,2047.588822,2047.455214,2047.320893
1.8513,2047.563263,2047.160798,2047.284998,2047.500000,2046.034775,2046.464900,2046.273040,2046.442052,2047.500000,2047.416825,2047.336781
1.8525,2047.556533,2047.239750,2047.272177,2047.500000,2045.917222,2046.426132,2046.225849,2046.517304,2047.504441,2047.404029,2047.355559
1.8538,2047.555187,2047.324551,2047.260342,2047.500000,2045.903227,2046.313705,2046.249444,2046.641247,2047.579939,2047.436019,2047.380114
1.8550,2047.561917,2047.412275,2047.252452,2047.500000,2045.994191,2046.224539,2046.367421,2046.813883,2047.695407,2047.525592,2047.409002
1.8562,2047.578070,2047.502924,2047.249493,2047.500000,2046.183117,2046.232293,2046.570342,2047.017505,2047.810875,2047.666349,2047.443668
1.8575,2047.606336,2047.596497,2047.252452,2047.500000,2046.451812,2046.333089,2046.796857,2047.181288,2047.895256,2047.794311,2047.484111
1.8587,2047.645371,2047.684222,2047.263300,2047.500000,2046.747096,2046.445516,2046.966744,2047.234406,2047.913020,2047.829500,2047.530333
1.8600,2047.697866,2047.766098,2047.281053,2047.500000,2046.986402,2046.492037,2047.013935,2047.150302,2047.841963,2047.746325,2047.582332
1.8613,2047.761129,2047.842126,2047.305709,2047.500000,2047.089961,2046.461023,2046.971463,2047.004225,2047.695407,2047.592772,2047.635775
1.8625,2047.833815,2047.903533,2047.334310,2047.500000,2047.028385,2046.402871,2046.933711,2046.928974,2047.535529,2047.471209,2047.690662
1.8638,2047.914577,2047.947395,2047.364884,2047.500000,2046.847856,2046.410625,2047.004497,2047.039638,2047.468912,2047.464811,2047.742661
1.8650,2047.996684,2047.970788,2047.393485,2047.500000,2046.642137,2046.499791,2047.207417,2047.340644,2047.562175,2047.567180,2047.787438
1.8662,2048.077446,2047.967864,2047.415183,2047.500000,2046.497994,2046.635478,2047.476405,2047.721328,2047.810875,2047.717534,2047.820660
1.8675,2048.151478,2047.938623,2047.424059,2047.500000,2046.450412,2046.716890,2047.688763,2048.022334,2048.126192,2047.829500,2047.837993
1.8687,2048.212049,2047.880140,2047.416169,2047.500000,2046.478401,2046.689753,2047.759549,2048.150704,2048.370451,2047.871087,2047.835104
1.8700,2048.253776,2047.786567,2047.385595,2047.500000,2046.534379,2046.550189,2047.698201,2048.106439,2048.459272,2047.874286,2047.809104
1.8713,2048.275312,2047.666677,2047.331352,2047.500000,2046.579162,2046.352473,2047.561348,2047.973642,2048.392656,2047.883883,2047.758550
1.8725,2048.273966,2047.523393,2047.251465,2047.500000,2046.601553,2046.166388,2047.410338,2047.823139,2048.241660,2047.915874,2047.681996
1.8738,2048.248392,2047.356717,2047.145937,2047.500000,2046.605751,2046.015193,2047.245170,2047.663783,2048.099545,2047.928670,2047.583776
1.8750,2048.199935,2047.181267,2047.018711,2047.500000,2046.597355,2045.898890,2047.028092,2047.469014,2048.010724,2047.861490,2047.466779
1.8762,2048.133979,2046.999970,2046.874719,2047.500000,2046.591757,2045.790340,2046.735509,2047.203420,2047.966313,2047.714335,2047.336781
1.8775,2048.055910,2046.830369,2046.721850,2047.500000,2046.609950,2045.685667,2046.395736,2046.884708,2047.921902,2047.544786,2047.202451
1.8787,2047.972456,2046.678313,2046.567009,2047.500000,2046.677123,2045.588747,2046.084277,2046.561569,2047.841963,2047.429621,2047.072454
1.8800,2047.894386,2046.558423,2046.423017,2047.500000,2046.805873,2045.515089,2045.862480,2046.264990,2047.717613,2047.394432,2046.958345
1.8813,2047.829777,2046.479471,2046.297764,2047.500000,2046.980804,2045.487951,2045.720908,2045.994969,2047.562175,2047.381636,2046.868792
1.8825,2047.786704,2046.447305,2046.201111,2047.500000,2047.168330,2045.515089,2045.602931,2045.711669,2047.375650,2047.282466,2046.812460
1.8838,2047.773244,2046.470698,2046.141936,2047.500000,2047.348859,2045.615885,2045.456639,2045.415090,2047.153596,2047.032942,2046.796571
1.8850,2047.797472,2046.552575,2046.127143,2047.500000,2047.526590,2045.801970,2045.310348,2045.140643,2046.891573,2046.681049,2046.825459
1.8862,2047.862082,2046.690010,2046.158703,2047.500000,2047.732309,2046.061715,2045.234843,2044.954728,2046.611785,2046.341952,2046.903458
1.8875,2047.968418,2046.874231,2046.239575,2047.500000,2047.978612,2046.352473,2045.305629,2044.910462,2046.336438,2046.137214,2047.027677
1.8887,2048.116481,2047.105239,2046.365815,2047.500000,2048.226315,2046.612217,2045.522706,2044.981287,2046.096620,2046.095627,2047.195229
1.8900,2048.300887,2047.365489,2046.533477,2047.500000,2048.395648,2046.771165,2045.810570,2045.096378,2045.896772,2046.124418,2047.400336
1.8913,2048.516251,2047.646208,2046.734672,2047.500000,2048.409643,2046.790549,2046.037086,2045.167202,2045.719129,2046.108423,2047.631442
1.8925,2048.754498,2047.929850,2046.959536,2047.500000,2048.252904,2046.689753,2046.136187,2045.162776,2045.554809,2045.980462,2047.881325
1.8938,2049.004859,2048.201797,2047.198208,2047.500000,2047.987009,2046.526928,2046.112591,2045.105231,2045.403812,2045.782122,2048.135542
1.8950,2049.256567,2048.453274,2047.438853,2047.500000,2047.716915,2046.383487,2046.041805,2045.078671,2045.297227,2045.612574,2048.382536
1.8962,2049.501544,2048.669661,2047.671607,2047.500000,2047.536386,2046.321459,2045.999333,2045.127363,2045.243934,2045.551792,2048.613642
1.8975,2049.727677,2048.839262,2047.885623,2047.500000,2047.474810,2046.383487,2046.022929,2045.260160,2045.248375,2045.590180,2048.817304
1.8987,2049.928235,2048.962076,2048.073996,2047.500000,2047.511196,2046.554066,2046.084277,2045.423943,2045.275021,2045.654161,2048.987745
1.9000,2050.097834,2049.032256,2048.231796,2047.500000,2047.590964,2046.775042,2046.136187,2045.547887,2045.292786,2045.676554,2049.120631
1.9013,2050.232437,2049.049801,2048.355077,2047.500000,2047.662336,2046.957251,2046.126748,2045.592152,2045.283903,2045.660559,2049.213073
1.9025,2050.332043,2049.023483,2048.442853,2047.500000,2047.681929,2046.988265,2046.041805,2045.539034,2045.261698,2045.673355,2049.266517
1.9038,2050.395307,2048.959152,2048.498083,2047.500000,2047.616154,2046.786672,2045.890794,2045.419516,2045.248375,2045.775724,2049.285294
1.9050,2050.430303,2048.868503,2048.524712,2047.500000,2047.439824,2046.356350,2045.683155,2045.264587,2045.266139,2045.974064,2049.273739
1.9062,2050.439725,2048.760310,2048.526684,2047.500000,2047.151537,2045.805847,2045.433044,2045.105231,2045.332755,2046.194797,2049.241962
1.9075,2050.431649,2048.652116,2048.512877,2047.500000,2046.791878,2045.297989,2045.145180,2044.963581,2045.452664,2046.345151,2049.198629
1.9087,2050.412805,2048.549771,2048.487234,2047.500000,2046.443415,2044.987846,2044.843159,2044.852917,2045.599220,2046.377141,2049.149519
1.9100,2050.393960,2048.464970,2048.458633,2047.500000,2046.215305,2044.945202,2044.531700,2044.790945,2045.714688,2046.303564,2049.106187
1.9112,2050.379154,2048.412335,2048.432004,2047.500000,2046.199911,2045.119657,2044.253274,2044.773239,2045.736893,2046.178801,2049.074410
1.9125,2050.376462,2048.391866,2048.410307,2047.500000,2046.432219,2045.379401,2044.036197,2044.782092,2045.594779,2046.031646,2049.059966
1.9138,2050.391268,2048.412335,2048.397486,2047.500000,2046.874446,2045.600378,2043.904063,2044.782092,2045.270580,2045.849302,2049.067188
1.9150,2050.423573,2048.470819,2048.395513,2047.500000,2047.417432,2045.712804,2043.875748,2044.751106,2044.826473,2045.602976,2049.096076
1.9163,2050.474722,2048.564391,2048.401431,2047.500000,2047.921235,2045.720558,2043.941815,2044.693560,2044.386806,2045.295870,2049.146630
1.9175,2050.543370,2048.687206,2048.414252,2047.500000,2048.279494,2045.685667,2044.083388,2044.640442,2044.080372,2044.969569,2049.215962
1.9187,2050.624131,2048.833413,2048.431018,2047.500000,2048.455825,2045.654653,2044.272151,2044.627162,2043.978227,2044.694453,2049.296849
1.9200,2050.712969,2048.991318,2048.446798,2047.500000,2048.506205,2045.658529,2044.489228,2044.644868,2044.062608,2044.515307,2049.383514
1.9212,2050.800461,2049.149222,2048.457647,2047.500000,2048.539792,2045.712804,2044.725182,2044.653721,2044.231368,2044.422535,2049.468734
1.9225,2050.879877,2049.289581,2048.458633,2047.500000,2048.643351,2045.821354,2044.970574,2044.613882,2044.377924,2044.380948,2049.542399
1.9238,2050.939102,2049.406547,2048.446798,2047.500000,2048.830877,2045.988056,2045.211247,2044.520925,2044.426776,2044.336161,2049.597287
1.9250,2050.971407,2049.485499,2048.418197,2047.500000,2049.040795,2046.205155,2045.409449,2044.423540,2044.386806,2044.284977,2049.624731
1.9263,2050.964676,2049.514741,2048.371843,2047.500000,2049.193335,2046.418378,2045.513268,2044.396981,2044.320190,2044.240191,2049.617509
1.9275,2050.912181,2049.485499,2048.308723,2047.500000,2049.253511,2046.561819,2045.517987,2044.494365,2044.297985,2044.233793,2049.568399
1.9287,2050.805845,2049.391926,2048.228837,2047.500000,2049.259109,2046.600587,2045.475516,2044.697987,2044.364601,2044.284977,2049.475957
1.9300,2050.640284,2049.231098,2048.135144,2047.500000,2049.284299,2046.561819,2045.470797,2044.937021,2044.528921,2044.400142,2049.335848
1.9312,2050.411459,2049.003014,2048.031588,2047.500000,2049.368266,2046.561819,2045.598212,2045.136217,2044.773180,2044.579288,2049.149519
1.9325,2050.119371,2048.710599,2047.924087,2047.500000,2049.485820,2046.701383,2045.867199,2045.242454,2045.061850,2044.822414,2048.918413
1.9338,2049.764019,2048.356777,2047.817572,2047.500000,2049.579583,2047.027033,2046.202254,2045.277867,2045.368284,2045.129520,2048.646864
1.9350,2049.352135,2047.953244,2047.716975,2047.500000,2049.625765,2047.472863,2046.490117,2045.277867,2045.652513,2045.475015,2048.340648
1.9363,2048.889101,2047.508772,2047.627226,2047.500000,2049.666349,2047.910939,2046.645847,2045.304426,2045.883449,2045.830107,2048.008433
1.9375,2048.384340,2047.035060,2047.553257,2047.500000,2049.785302,2048.232711,2046.702476,2045.423943,2046.056650,2046.175602,2047.657441
1.9387,2047.852659,2046.546726,2047.497041,2047.500000,2050.023209,2048.426550,2046.777981,2045.720523,2046.216529,2046.514699,2047.297782
1.9400,2047.304826,2046.052545,2047.459564,2047.500000,2050.329689,2048.558361,2047.018654,2046.260563,2046.447465,2046.879389,2046.938123
1.9412,2046.755646,2045.567135,2047.441811,2047.500000,2050.585788,2048.732816,2047.476405,2047.061770,2046.842721,2047.282466,2046.588576
1.9425,2046.218581,2045.102195,2047.441811,2047.500000,2050.689347,2049.004191,2048.104042,2048.053320,2047.442266,2047.717534,2046.253472
1.9438,2045.709783,2044.666497,2047.455619,2047.500000,2050.631970,2049.368608,2048.778870,2049.062576,2048.183926,2048.133408,2045.942923
1.9450,2045.240019,2044.265888,2047.478303,2047.500000,2050.510218,2049.783424,2049.406507,2049.908049,2048.934467,2048.485301,2045.661263
1.9463,2044.818712,2043.906217,2047.504931,2047.500000,2050.445843,2050.194362,2049.953920,2050.452516,2049.547336,2048.750820,2045.409935
1.9475,2044.451246,2043.590409,2047.529587,2047.500000,2050.497623,2050.582040,2050.454143,2050.704830,2049.929268,2048.942762,2045.190384
1.9487,2044.143006,2043.315538,2047.546354,2047.500000,2050.624973,2050.919320,2050.911893,2050.775655,2050.093588,2049.086718,2045.002611
1.9500,2043.892645,2043.081606,2047.549312,2047.500000,2050.728532,2051.175188,2051.308296,2050.833200,2050.142440,2049.185888,2044.840836
1.9512,2043.694778,2042.876915,2047.534519,2047.500000,2050.736929,2051.314752,2051.596160,2050.992556,2050.195733,2049.233873,2044.702173
1.9525,2043.542677,2042.698542,2047.499014,2047.500000,2050.654361,2051.334136,2051.756608,2051.280283,2050.324524,2049.217878,2044.580842
1.9538,2043.422881,2042.537714,2047.440825,2047.500000,2050.557799,2051.268230,2051.836832,2051.638834,2050.537696,2049.157096,2044.466733
1.9550,2043.323275,2042.382734,2047.360939,2047.500000,2050.529810,2051.179064,2051.931214,2052.001812,2050.773073,2049.102713,2044.355514
1.9563,2043.227707,2042.221905,2047.261328,2047.500000,2050.603981,2051.132543,2052.082225,2052.302818,2050.977362,2049.086718,2044.237072
1.9575,2043.118678,2042.049380,2047.146923,2047.500000,2050.764918,2051.167434,2052.266269,2052.515293,2051.110594,2049.109111,2044.105630
1.9587,2042.982730,2041.853462,2047.023642,2047.500000,2050.976235,2051.314752,2052.393684,2052.608251,2051.155005,2049.128305,2043.953967
1.9600,2042.803708,2041.631227,2046.899375,2047.500000,2051.225337,2051.590003,2052.398403,2052.550706,2051.115035,2049.093116,2043.777749
1.9612,2042.569499,2041.373901,2046.782011,2047.500000,2051.526219,2052.004819,2052.266269,2052.338231,2050.972921,2048.997145,2043.575531
1.9625,2042.270681,2041.078562,2046.680428,2047.500000,2051.894274,2052.512677,2052.077505,2052.010665,2050.746426,2048.891577,2043.342980
1.9638,2041.901869,2040.748133,2046.602514,2047.500000,2052.309911,2053.020535,2051.926495,2051.683100,2050.471079,2048.853189,2043.084431
1.9650,2041.461718,2040.382614,2046.555174,2047.500000,2052.705955,2053.415967,2051.893461,2051.510464,2050.244585,2048.936364,2042.799881
1.9663,2040.951573,2039.987853,2046.546298,2047.500000,2053.002639,2053.644697,2052.016157,2051.616701,2050.177968,2049.141101,2042.495110
1.9675,2040.380857,2039.566775,2046.576872,2047.500000,2053.135587,2053.741616,2052.304021,2052.023945,2050.346729,2049.445009,2042.175895
1.9688,2039.758992,2039.134001,2046.650840,2047.500000,2053.082408,2053.819152,2052.747615,2052.617104,2050.759749,2049.812897,2041.848013
1.9700,2039.098092,2038.698302,2046.766231,2047.500000,2052.865493,2053.978100,2053.309185,2053.223543,2051.341530,2050.235169,2041.520132
1.9712,2038.414310,2038.265527,2046.918114,2047.500000,2052.521228,2054.237844,2053.908508,2053.706038,2051.994368,2050.718222,2041.199472
1.9725,2037.722452,2037.847374,2047.102542,2047.500000,2052.079002,2054.513095,2054.446483,2054.038030,2052.638324,2051.265256,2040.890368
1.9737,2037.040015,2037.455537,2047.308668,2047.500000,2051.552808,2054.679797,2054.852323,2054.316904,2053.242311,2051.860275,2040.601485
1.9750,2036.380462,2037.098791,2047.526629,2047.500000,2050.942648,2054.672043,2055.121311,2054.662175,2053.810768,2052.455294,2040.335713
1.9763,2035.757251,2036.777134,2047.746562,2047.500000,2050.244322,2054.497588,2055.305355,2055.100405,2054.325933,2053.005527,2040.093052
1.9775,2035.177112,2036.499340,2047.955647,2047.500000,2049.459231,2054.191323,2055.446927,2055.547487,2054.743394,2053.450192,2039.877834
1.9788,2034.649469,2036.265407,2048.144020,2047.500000,2048.595770,2053.764877,2055.546028,2055.870626,2055.005418,2053.750901,2039.685728
1.9800,2034.174322,2036.075337,2048.303792,2047.500000,2047.673532,2053.191113,2055.574342,2056.007850,2055.089798,2053.872464,2039.518176
1.9812,2033.754361,2035.932054,2048.427073,2047.500000,2046.720506,2052.439018,2055.498837,2056.021129,2055.045387,2053.830876,2039.370846
1.9825,2033.388241,2035.829709,2048.511890,2047.500000,2045.773078,2051.555112,2055.352545,2056.047689,2054.961007,2053.680522,2039.242293
1.9837,2033.069232,2035.765377,2048.557258,2047.500000,2044.870433,2050.659576,2055.201535,2056.162779,2054.912155,2053.507774,2039.131073
1.9850,2032.797335,2035.741984,2048.567120,2047.500000,2044.044757,2049.891973,2055.083558,2056.282297,2054.907714,2053.379813,2039.035742
1.9863,2032.565818,2035.753681,2048.548382,2047.500000,2043.321241,2049.314333,2054.941986,2056.215898,2054.881067,2053.315833,2038.956299
1.9875,2032.373336,2035.800467,2048.510904,2047.500000,2042.715279,2048.895641,2054.644684,2055.808655,2054.747835,2053.283842,2038.895634
1.9888,2032.218543,2035.885268,2048.465537,2047.500000,2042.228270,2048.535100,2054.106709,2055.109258,2054.463606,2053.229459,2038.856635
1.9900,2032.104130,2036.008082,2048.425101,2047.500000,2041.863014,2048.124162,2053.370533,2054.352316,2054.086115,2053.139886,2038.845079
1.9912,2032.030099,2036.168910,2048.401431,2047.500000,2041.605515,2047.627934,2052.601323,2053.816702,2053.713065,2053.043915,2038.866746
1.9925,2032.001832,2036.370677,2048.407348,2047.500000,2041.434782,2047.089061,2052.002000,2053.626360,2053.428836,2052.989532,2038.927411
1.9937,2032.024715,2036.613381,2048.451729,2047.500000,2041.304633,2046.585080,2051.671665,2053.679479,2053.268957,2052.986333,2039.029964
1.9950,2032.105476,2036.897024,2048.540492,2047.500000,2041.157691,2046.212909,2051.572564,2053.759157,2053.206782,2052.999129,2039.180183
1.9963,2032.245463,2037.215757,2048.678566,2047.500000,2040.935178,2046.034577,2051.577283,2053.706038,2053.197900,2052.979935,2039.380956
1.9975,2032.452752,2037.572503,2048.864967,2047.500000,2040.614704,2046.069468,2051.572564,2053.533402,2053.220105,2052.919153,2039.629395
1.9988,2032.725995,2037.955567,2049.096736,2047.500000,2040.224258,2046.259430,2051.515935,2053.351913,2053.268957,2052.864770,2039.925500
2.0000,2033.065194,2038.359100,2049.366968,2047.500000,2039.847805,2046.492037,2051.402677,2053.223543,2053.308927,2052.887163,2040.263493
2.0013,2033.470349,2038.774330,2049.666787,2047.500000,2039.584709,2046.643232,2051.190319,2053.055334,2053.295603,2053.011925,2040.637595
2.0025,2033.936075,2039.192484,2049.983373,2047.500000,2039.507739,2046.650985,2050.812793,2052.692356,2053.162371,2053.187872,2041.037698
2.0038,2034.454295,2039.601865,2050.305876,2047.500000,2039.622494,2046.550189,2050.241784,2052.068211,2052.900348,2053.306236,2041.453689
2.0050,2035.016935,2039.993701,2050.621475,2047.500000,2039.879993,2046.464900,2049.552799,2051.337828,2052.567267,2053.277444,2041.876902
2.0063,2035.617264,2040.356296,2050.916363,2047.500000,2040.217260,2046.519175,2048.948757,2050.793361,2052.274156,2053.101498,2042.297226
2.0075,2036.243167,2040.686725,2051.179691,2047.500000,2040.611905,2046.767289,2048.642017,2050.660564,2052.105395,2052.855173,2042.703106
2.0088,2036.887914,2040.976217,2051.402583,2047.500000,2041.083520,2047.170474,2048.712803,2050.939438,2052.069867,2052.631241,2043.088764
2.0100,2037.539392,2041.218921,2051.577149,2047.500000,2041.655895,2047.631811,2049.076172,2051.382094,2052.087631,2052.471289,2043.445534
2.0112,2038.193562,2041.417763,2051.697472,2047.500000,2042.302441,2048.093147,2049.524484,2051.691953,2052.060984,2052.346527,2043.769082
2.0125,2038.841001,2041.572744,2051.761578,2047.500000,2042.937792,2048.527347,2049.868977,2051.705233,2051.909988,2052.173780,2044.057965
2.0137,2039.477672,2041.683861,2051.766509,2047.500000,2043.475181,2048.934409,2050.015268,2051.448492,2051.621318,2051.892265,2044.309292
2.0150,2040.100883,2041.756965,2051.715224,2047.500000,2043.899214,2049.302703,2049.982235,2051.045675,2051.221621,2051.492387,2044.524510
2.0162,2040.706596,2041.800827,2051.609696,2047.500000,2044.302256,2049.585708,2049.821786,2050.580886,2050.733103,2051.022130,2044.706506
2.0175,2041.293464,2041.821296,2051.453868,2047.500000,2044.818653,2049.733025,2049.571675,2050.058552,2050.182410,2050.542276,2044.856725
2.0187,2041.861488,2041.824221,2051.252674,2047.500000,2045.522577,2049.760163,2049.255497,2049.478673,2049.605070,2050.100810,2044.979500
2.0200,2042.409322,2041.818372,2051.012029,2047.500000,2046.345453,2049.705888,2048.915723,2048.934206,2049.076582,2049.707329,2045.080609
2.0213,2042.936965,2041.812524,2050.738839,2047.500000,2047.123548,2049.628352,2048.637298,2048.593361,2048.672444,2049.339441,2045.162940
2.0225,2043.443071,2041.809600,2050.439019,2047.500000,2047.712716,2049.539186,2048.476849,2048.593361,2048.428185,2048.971553,2045.230828
2.0238,2043.927641,2041.815448,2050.119475,2047.500000,2048.094766,2049.399622,2048.415501,2048.863381,2048.286070,2048.568475,2045.287160
2.0250,2044.390675,2041.832993,2049.787109,2047.500000,2048.369059,2049.159262,2048.339996,2049.155534,2048.112868,2048.117412,2045.337714
2.0263,2044.828134,2041.868083,2049.447840,2047.500000,2048.647549,2048.798721,2048.104042,2049.142254,2047.775347,2047.608767,2045.381047
2.0275,2045.238673,2041.917794,2049.108571,2047.500000,2048.937236,2048.345138,2047.622696,2048.633200,2047.198007,2047.039340,2045.421490
2.0288,2045.619599,2041.979201,2048.773246,2047.500000,2049.131759,2047.864417,2046.914834,2047.659356,2046.420819,2046.418729,2045.457601
2.0300,2045.969566,2042.055229,2048.447784,2047.500000,2049.113566,2047.422464,2046.079558,2046.437625,2045.545927,2045.753331,2045.490822
2.0312,2046.285883,2042.137105,2048.137116,2047.500000,2048.888255,2047.077431,2045.225405,2045.202615,2044.688799,2045.062341,2045.519710
2.0325,2046.565856,2042.221905,2047.843214,2047.500000,2048.608365,2046.848701,2044.427880,2044.122534,2043.898288,2044.377749,2045.544265
2.0337,2046.810834,2042.309630,2047.570024,2047.500000,2048.462822,2046.728521,2043.715300,2043.268208,2043.201039,2043.744341,2045.563043
2.0350,2047.018122,2042.391506,2047.319517,2047.500000,2048.527197,2046.654862,2043.120696,2042.675049,2042.592612,2043.197307,2045.576042
2.0362,2047.190414,2042.464610,2047.091693,2047.500000,2048.697930,2046.546312,2042.667664,2042.343057,2042.090770,2042.765439,2045.581820
2.0375,2047.329054,2042.528941,2046.887540,2047.500000,2048.787494,2046.325336,2042.365643,2042.245672,2041.713279,2042.442337,2045.581820
2.0387,2047.436737,2042.578652,2046.705084,2047.500000,2048.686734,2045.984179,2042.176880,2042.281085,2041.455696,2042.202410,2045.573154
2.0400,2047.514806,2042.610818,2046.544326,2047.500000,2048.447428,2045.604254,2042.044746,2042.285511,2041.269171,2042.010468,2045.557265
2.0412,2047.569993,2042.628362,2046.403292,2047.500000,2048.230513,2045.317373,2041.926769,2042.139435,2041.113734,2041.860114,2045.534154
2.0425,2047.603644,2042.625438,2046.279025,2047.500000,2048.152144,2045.220453,2041.841826,2041.838429,2040.967178,2041.773740,2045.502377
2.0438,2047.618450,2042.604969,2046.169551,2047.500000,2048.184331,2045.313496,2041.837107,2041.493157,2040.847269,2041.780138,2045.464823
2.0450,2047.618450,2042.564031,2046.072899,2047.500000,2048.198326,2045.518965,2041.926769,2041.276256,2040.798417,2041.898502,2045.418601
2.0463,2047.603644,2042.499700,2045.988082,2047.500000,2048.097565,2045.716681,2042.063622,2041.280682,2040.851710,2042.100041,2045.363714
2.0475,2047.576724,2042.414899,2045.912141,2047.500000,2047.921235,2045.852368,2042.153285,2041.497584,2040.984942,2042.304779,2045.301604
2.0488,2047.536343,2042.309630,2045.845076,2047.500000,2047.802281,2045.918274,2042.134409,2041.825149,2041.135939,2042.429541,2045.230828
2.0500,2047.483848,2042.183891,2045.785901,2047.500000,2047.842865,2045.960918,2042.058903,2042.161568,2041.238084,2042.435939,2045.151385
2.0513,2047.419238,2042.040608,2045.736589,2047.500000,2048.009400,2046.022947,2042.035308,2042.436015,2041.246966,2042.349565,2045.064720
2.0525,2047.342515,2041.879780,2045.696152,2047.500000,2048.164739,2046.131497,2042.172161,2042.613077,2041.162585,2042.247196,2044.972278
2.0537,2047.253677,2041.704330,2045.665579,2047.500000,2048.210921,2046.340843,2042.469463,2042.661769,2041.051558,2042.212007,2044.874058
2.0550,2047.152725,2041.520109,2045.644867,2047.500000,2048.201125,2046.701383,2042.842270,2042.564385,2040.980501,2042.266390,2044.772949
2.0562,2047.042350,2041.330039,2045.635005,2047.500000,2048.324276,2047.255763,2043.196201,2042.369616,2041.020471,2042.371958,2044.668951
2.0575,2046.925246,2041.139969,2045.635991,2047.500000,2048.744111,2047.969090,2043.507660,2042.205833,2041.189232,2042.464730,2044.566398
2.0587,2046.800065,2040.946975,2045.644867,2047.500000,2049.449434,2048.717309,2043.833277,2042.236819,2041.464578,2042.493521,2044.465289
2.0600,2046.670847,2040.759829,2045.661634,2047.500000,2050.233127,2049.318210,2044.220241,2042.555532,2041.771013,2042.474327,2044.364180
2.0612,2046.534898,2040.572684,2045.682345,2047.500000,2050.826494,2049.620599,2044.597767,2043.095572,2042.037477,2042.442337,2044.263071
2.0625,2046.393565,2040.382614,2045.703056,2047.500000,2051.086791,2049.581831,2044.795968,2043.640039,2042.219561,2042.410347,2044.159074
2.0638,2046.241464,2040.183771,2045.720809,2047.500000,2051.081194,2049.252305,2044.659115,2043.927765,2042.281736,2042.333570,2044.049298
2.0650,2046.075902,2039.967384,2045.731657,2047.500000,2051.014020,2048.752200,2044.168331,2043.825955,2042.219561,2042.141628,2043.925079
2.0663,2045.888804,2039.721755,2045.730671,2047.500000,2051.058802,2048.201697,2043.502941,2043.374445,2042.037477,2041.818526,2043.780637
2.0675,2045.673440,2039.435188,2045.714891,2047.500000,2051.244929,2047.717100,2042.941371,2042.772433,2041.757689,2041.428245,2043.608752
2.0688,2045.423079,2039.098911,2045.682345,2047.500000,2051.475839,2047.414711,2042.681822,2042.223540,2041.424609,2041.117939,2043.400757
2.0700,2045.130990,2038.701226,2045.631060,2047.500000,2051.650770,2047.399204,2042.752608,2041.847282,2041.100410,2040.996376,2043.153762
2.0713,2044.794483,2038.236286,2045.561036,2047.500000,2051.768324,2047.709346,2043.012157,2041.639234,2040.865033,2041.066755,2042.863435
2.0725,2044.409519,2037.704090,2045.475233,2047.500000,2051.912467,2048.275356,2043.281144,2041.546276,2040.731801,2041.197915,2042.529776
2.0737,2043.982828,2037.107563,2045.375622,2047.500000,2052.160170,2048.918902,2043.474627,2041.559555,2040.660744,2041.229905,2042.155673
2.0750,2043.521141,2036.464250,2045.268121,2047.500000,2052.475046,2049.453897,2043.625637,2041.727765,2040.580804,2041.085949,2041.751238
2.0762,2043.037917,2035.788771,2045.157661,2047.500000,2052.705955,2049.771793,2043.809681,2042.090743,2040.425367,2040.842823,2041.328025
2.0775,2042.550655,2035.104519,2045.052132,2047.500000,2052.694760,2049.888097,2044.026759,2042.599797,2040.221077,2040.654080,2040.901923
